"year","district","primary_type","arrests"
2014,22,"CRIM SEXUAL ASSAULT",3
2015,22,"CRIM SEXUAL ASSAULT",7
2007,31,"CRIMINAL DAMAGE",1
2010,22,"PROSTITUTION",4
2018,16,"CONCEALED CARRY LICENSE VIOLATION",27
2018,16,"DECEPTIVE PRACTICE",31
2003,16,"SEX OFFENSE",34
2016,16,"CRIM SEXUAL ASSAULT",3
2017,16,"CONCEALED CARRY LICENSE VIOLATION",19
2011,16,"PROSTITUTION",4
2014,16,"KIDNAPPING",2
2016,16,"CONCEALED CARRY LICENSE VIOLATION",7
2011,31,"ASSAULT",1
2015,16,"ROBBERY",15
2017,20,"CRIM SEXUAL ASSAULT",2
2003,20,"STALKING",3
2004,24,"KIDNAPPING",5
2005,24,"ARSON",4
2017,20,"OFFENSE INVOLVING CHILDREN",4
2004,20,"SEX OFFENSE",19
2011,20,"HOMICIDE",4
2008,24,"HOMICIDE",6
2004,20,"CRIM SEXUAL ASSAULT",7
2016,20,"OBSCENITY",2
2008,20,"SEX OFFENSE",8
2012,20,"GAMBLING",6
2015,20,"SEX OFFENSE",3
2005,20,"HOMICIDE",6
2019,20,"SEX OFFENSE",4
2007,20,"INTERFERENCE WITH PUBLIC OFFICER",8
2010,24,"HOMICIDE",4
2008,24,"SEX OFFENSE",8
2011,20,"ROBBERY",21
2012,20,"BURGLARY",14
2009,20,"BURGLARY",6
2012,16,"LIQUOR LAW VIOLATION",15
2015,17,"INTIMIDATION",1
2015,22,"SEX OFFENSE",3
2019,17,"GAMBLING",2
2003,5,"INTIMIDATION",2
2008,16,"HOMICIDE",3
2013,2,"INTIMIDATION",1
2011,16,"OFFENSE INVOLVING CHILDREN",14
2011,22,"SEX OFFENSE",11
2006,16,"KIDNAPPING",2
2017,16,"ARSON",5
2016,5,"CONCEALED CARRY LICENSE VIOLATION",1
2008,16,"OBSCENITY",1
2017,17,"HOMICIDE",1
2004,16,"STALKING",2
2007,8,"HOMICIDE",19
2016,16,"LIQUOR LAW VIOLATION",6
2019,16,"OBSCENITY",3
2005,16,"INTIMIDATION",3
2011,22,"LIQUOR LAW VIOLATION",8
2017,4,"ARSON",4
2015,5,"STALKING",4
2017,16,"SEX OFFENSE",6
2006,16,"OBSCENITY",1
2015,16,"GAMBLING",5
2008,16,"CRIM SEXUAL ASSAULT",5
2008,22,"KIDNAPPING",1
2010,9,"STALKING",1
2015,16,"NON - CRIMINAL",3
2011,2,"INTIMIDATION",1
2013,8,"PUBLIC INDECENCY",1
2004,4,"INTIMIDATION",4
2007,16,"CRIM SEXUAL ASSAULT",5
2019,9,"OFFENSE INVOLVING CHILDREN",14
2011,9,"KIDNAPPING",9
2013,16,"STALKING",1
2019,4,"OBSCENITY",1
2008,16,"INTIMIDATION",2
2010,4,"ARSON",3
2018,22,"HOMICIDE",3
2005,4,"STALKING",1
2003,4,"INTIMIDATION",4
2014,16,"OBSCENITY",4
2016,2,"CRIM SEXUAL ASSAULT",4
2007,4,"STALKING",6
2006,5,"INTIMIDATION",1
2004,16,"INTIMIDATION",1
2003,16,"HOMICIDE",1
2009,22,"INTIMIDATION",1
2015,22,"LIQUOR LAW VIOLATION",4
2015,16,"HOMICIDE",4
2013,5,"CRIM SEXUAL ASSAULT",7
2013,9,"OBSCENITY",4
2019,4,"CRIM SEXUAL ASSAULT",3
2017,5,"NON-CRIMINAL (SUBJECT SPECIFIED)",1
2015,4,"SEX OFFENSE",9
2013,22,"STALKING",1
2014,17,"STALKING",3
2016,22,"SEX OFFENSE",2
2002,2,"INTIMIDATION",3
2014,22,"LIQUOR LAW VIOLATION",2
2015,5,"LIQUOR LAW VIOLATION",5
2003,5,"ARSON",7
2005,16,"ARSON",8
2011,9,"PUBLIC INDECENCY",1
2019,5,"SEX OFFENSE",3
2017,9,"STALKING",6
2011,9,"OBSCENITY",3
2016,16,"HOMICIDE",4
2001,24,"ARSON",7
2002,24,"STALKING",1
2002,9,"PUBLIC INDECENCY",1
2001,18,"KIDNAPPING",6
2001,5,"ARSON",3
2001,25,"OTHER NARCOTIC VIOLATION",1
2001,20,"CRIM SEXUAL ASSAULT",6
2001,2,"INTIMIDATION",2
2001,5,"INTIMIDATION",4
2002,19,"KIDNAPPING",5
2001,17,"ARSON",3
2002,4,"INTIMIDATION",6
2001,1,"INTIMIDATION",6
2002,10,"STALKING",6
2001,17,"KIDNAPPING",6
2002,1,"GAMBLING",12
2001,17,"STALKING",4
2001,20,"ARSON",8
2001,5,"STALKING",4
2001,1,"PUBLIC INDECENCY",1
2002,8,"OBSCENITY",2
2002,5,"STALKING",2
2001,14,"OBSCENITY",3
2001,17,"OBSCENITY",1
2001,24,"STALKING",3
2001,6,"ARSON",11
2001,11,"KIDNAPPING",4
2001,14,"PUBLIC INDECENCY",1
2002,24,"OBSCENITY",3
2001,3,"ARSON",4
2001,2,"STALKING",3
2001,12,"STALKING",1
2002,14,"INTIMIDATION",3
2002,22,"PROSTITUTION",6
2018,24,"HOMICIDE",6
2011,24,"HOMICIDE",2
2003,24,"HOMICIDE",5
2017,24,"HOMICIDE",3
2004,24,"STALKING",1
2014,24,"HOMICIDE",3
2016,24,"STALKING",1
2005,24,"STALKING",1
2006,24,"KIDNAPPING",2
2012,24,"OBSCENITY",2
2003,24,"OTHER NARCOTIC VIOLATION",1
2015,24,"STALKING",2
2015,24,"CRIM SEXUAL ASSAULT",5
2010,24,"OBSCENITY",2
2019,24,"KIDNAPPING",1
2013,24,"KIDNAPPING",1
2002,24,"KIDNAPPING",1
2019,24,"HOMICIDE",2
2009,24,"STALKING",2
2010,24,"ARSON",2
2010,20,"CRIM SEXUAL ASSAULT",10
2019,24,"LIQUOR LAW VIOLATION",1
2017,20,"GAMBLING",1
2018,20,"INTERFERENCE WITH PUBLIC OFFICER",8
2004,24,"OBSCENITY",1
2018,24,"GAMBLING",2
2009,20,"OFFENSE INVOLVING CHILDREN",6
2003,24,"STALKING",1
2002,24,"ARSON",3
2006,20,"OFFENSE INVOLVING CHILDREN",6
2012,20,"OFFENSE INVOLVING CHILDREN",8
2014,20,"PROSTITUTION",2
2014,24,"CRIM SEXUAL ASSAULT",5
2003,19,"KIDNAPPING",3
2019,20,"INTERFERENCE WITH PUBLIC OFFICER",3
2010,19,"KIDNAPPING",1
2013,19,"PUBLIC INDECENCY",3
2017,19,"OFFENSE INVOLVING CHILDREN",7
2018,19,"CRIM SEXUAL ASSAULT",6
2008,19,"KIDNAPPING",3
2016,20,"SEX OFFENSE",4
2010,19,"HOMICIDE",2
2006,19,"INTIMIDATION",2
2011,19,"OFFENSE INVOLVING CHILDREN",6
2013,19,"STALKING",1
2004,19,"GAMBLING",7
2011,19,"GAMBLING",1
2012,20,"ARSON",1
2004,20,"HOMICIDE",2
2011,20,"GAMBLING",2
2013,19,"KIDNAPPING",1
2003,19,"ARSON",2
2018,20,"OBSCENITY",2
2008,20,"CRIM SEXUAL ASSAULT",5
2012,20,"HOMICIDE",4
2012,19,"ARSON",3
2013,19,"HOMICIDE",2
2013,19,"OFFENSE INVOLVING CHILDREN",3
2006,20,"CRIM SEXUAL ASSAULT",4
2007,19,"KIDNAPPING",1
2009,20,"ARSON",2
2007,20,"CRIM SEXUAL ASSAULT",2
2006,20,"INTIMIDATION",2
2018,20,"HOMICIDE",2
2005,20,"ARSON",3
2009,20,"CRIM SEXUAL ASSAULT",2
2008,19,"STALKING",1
2018,19,"NON-CRIMINAL",1
2012,19,"INTIMIDATION",1
2018,19,"PROSTITUTION",2
2015,19,"HOMICIDE",5
2016,19,"HOMICIDE",2
2009,19,"INTIMIDATION",2
2019,19,"ARSON",2
2008,19,"ARSON",1
2018,19,"OBSCENITY",3
2019,19,"CONCEALED CARRY LICENSE VIOLATION",1
2013,19,"CRIM SEXUAL ASSAULT",2
2008,19,"INTIMIDATION",1
2002,19,"STALKING",3
2005,19,"HOMICIDE",5
2016,19,"OTHER NARCOTIC VIOLATION",2
2008,19,"HOMICIDE",4
2017,19,"CRIM SEXUAL ASSAULT",6
2014,19,"INTIMIDATION",1
2017,18,"OBSCENITY",4
2006,19,"STALKING",2
2009,19,"KIDNAPPING",1
2003,18,"ARSON",2
2011,18,"KIDNAPPING",3
2007,18,"ARSON",1
2018,18,"OBSCENITY",2
2014,18,"PUBLIC INDECENCY",2
2017,19,"OBSCENITY",1
2015,18,"OFFENSE INVOLVING CHILDREN",2
2010,18,"STALKING",1
2016,18,"ARSON",2
2002,18,"CRIM SEXUAL ASSAULT",7
2011,18,"PUBLIC INDECENCY",4
2012,18,"OFFENSE INVOLVING CHILDREN",10
2007,18,"PUBLIC INDECENCY",2
2011,18,"HOMICIDE",2
2005,18,"STALKING",1
2011,18,"STALKING",3
2006,18,"OBSCENITY",1
2017,18,"CONCEALED CARRY LICENSE VIOLATION",1
2016,18,"SEX OFFENSE",4
2015,18,"HOMICIDE",1
2003,18,"PUBLIC INDECENCY",2
2002,18,"OBSCENITY",2
2008,18,"PUBLIC INDECENCY",1
2006,18,"HOMICIDE",5
2017,18,"ARSON",1
2012,18,"OTHER NARCOTIC VIOLATION",1
2001,18,"HOMICIDE",7
2013,18,"OFFENSE INVOLVING CHILDREN",4
2019,17,"ARSON",1
2005,17,"KIDNAPPING",1
2013,17,"ARSON",2
2010,17,"HOMICIDE",5
2007,17,"ARSON",2
2013,17,"KIDNAPPING",1
2014,17,"GAMBLING",4
2006,17,"OTHER NARCOTIC VIOLATION",2
2005,17,"HOMICIDE",3
2015,17,"PUBLIC INDECENCY",1
2006,17,"HOMICIDE",3
2017,16,"STALKING",3
2016,17,"CRIM SEXUAL ASSAULT",2
2006,16,"HOMICIDE",4
2002,17,"OBSCENITY",1
2009,16,"GAMBLING",3
2017,16,"KIDNAPPING",3
2003,16,"INTIMIDATION",3
2007,16,"KIDNAPPING",2
2018,16,"KIDNAPPING",1
2018,17,"KIDNAPPING",1
2006,17,"ARSON",2
2007,17,"HOMICIDE",3
2019,17,"INTERFERENCE WITH PUBLIC OFFICER",4
2019,17,"SEX OFFENSE",3
2017,17,"ARSON",1
2017,17,"KIDNAPPING",2
2009,17,"STALKING",2
2009,17,"INTIMIDATION",1
2012,17,"PUBLIC INDECENCY",1
2011,17,"ARSON",3
2004,17,"ARSON",4
2008,17,"KIDNAPPING",3
2009,17,"ARSON",2
2018,16,"GAMBLING",1
2013,16,"GAMBLING",1
2006,16,"ARSON",3
2016,16,"GAMBLING",3
2009,16,"OTHER NARCOTIC VIOLATION",1
2010,25,"STALKING",1
2019,25,"PUBLIC INDECENCY",2
2018,25,"GAMBLING",3
2015,25,"CONCEALED CARRY LICENSE VIOLATION",2
2005,25,"ARSON",4
2011,25,"INTIMIDATION",3
2003,25,"INTIMIDATION",2
2013,25,"INTIMIDATION",1
2002,31,"OFFENSE INVOLVING CHILDREN",1
2017,25,"ARSON",2
2018,17,"ARSON",1
2012,14,"STALKING",2
2018,14,"HOMICIDE",5
2005,14,"KIDNAPPING",2
2009,14,"CRIM SEXUAL ASSAULT",12
2018,14,"CRIM SEXUAL ASSAULT",2
2017,14,"OBSCENITY",1
2014,25,"OBSCENITY",2
2017,14,"STALKING",1
2019,14,"OFFENSE INVOLVING CHILDREN",2
2013,14,"HOMICIDE",4
2003,14,"KIDNAPPING",5
2004,14,"CRIM SEXUAL ASSAULT",12
2018,14,"INTIMIDATION",1
2005,14,"CRIM SEXUAL ASSAULT",12
2018,14,"OBSCENITY",2
2018,14,"PUBLIC INDECENCY",2
2004,14,"ARSON",2
2016,14,"HOMICIDE",3
2007,14,"OBSCENITY",1
2009,14,"PUBLIC INDECENCY",1
2011,14,"INTIMIDATION",3
2008,11,"KIDNAPPING",3
2012,11,"OBSCENITY",2
2007,14,"ARSON",4
2011,14,"HOMICIDE",4
2007,11,"ARSON",5
2013,14,"ARSON",1
2009,14,"INTIMIDATION",1
2007,11,"STALKING",2
2014,11,"CONCEALED CARRY LICENSE VIOLATION",3
2002,11,"ARSON",3
2007,11,"KIDNAPPING",3
2004,14,"KIDNAPPING",3
2016,12,"NON - CRIMINAL",1
2014,12,"GAMBLING",4
2009,25,"STALKING",1
2015,14,"GAMBLING",1
2005,14,"STALKING",3
2004,12,"OBSCENITY",1
2006,12,"INTIMIDATION",2
2018,12,"OBSCENITY",5
2008,14,"HOMICIDE",5
2016,14,"STALKING",1
2007,12,"CRIM SEXUAL ASSAULT",4
2013,12,"CRIM SEXUAL ASSAULT",3
2013,14,"GAMBLING",2
2014,12,"STALKING",2
2017,14,"CONCEALED CARRY LICENSE VIOLATION",1
2008,14,"STALKING",1
2018,12,"CRIM SEXUAL ASSAULT",7
2009,12,"STALKING",1
2014,14,"OBSCENITY",1
2007,14,"OTHER NARCOTIC VIOLATION",1
2014,12,"SEX OFFENSE",3
2016,14,"KIDNAPPING",1
2019,12,"STALKING",2
2016,15,"LIQUOR LAW VIOLATION",3
2009,15,"ARSON",3
2013,25,"STALKING",2
2011,15,"SEX OFFENSE",14
2018,25,"CONCEALED CARRY LICENSE VIOLATION",2
2019,15,"CRIM SEXUAL ASSAULT",6
2015,15,"BURGLARY",17
2004,15,"STALKING",2
2017,15,"CONCEALED CARRY LICENSE VIOLATION",4
2003,15,"ARSON",3
2008,15,"ARSON",3
2013,15,"ARSON",1
2017,15,"ARSON",2
2007,15,"ARSON",3
2014,15,"INTIMIDATION",2
2008,25,"OBSCENITY",1
2016,15,"ARSON",6
2006,15,"STALKING",1
2015,15,"PUBLIC INDECENCY",1
2010,15,"OBSCENITY",1
2010,15,"KIDNAPPING",2
2018,15,"PROSTITUTION",1
2007,25,"INTIMIDATION",2
2019,15,"SEX OFFENSE",2
2015,15,"INTIMIDATION",2
2007,15,"OBSCENITY",1
2014,25,"ARSON",2
2015,15,"HUMAN TRAFFICKING",1
2012,25,"OBSCENITY",2
2016,15,"CONCEALED CARRY LICENSE VIOLATION",1
2018,15,"STALKING",1
2014,15,"KIDNAPPING",2
2019,15,"CONCEALED CARRY LICENSE VIOLATION",2
2003,15,"KIDNAPPING",2
2013,15,"CRIM SEXUAL ASSAULT",5
2007,15,"INTIMIDATION",2
2019,11,"HOMICIDE",7
2006,11,"RITUALISM",1
2019,11,"CRIM SEXUAL ASSAULT",6
2008,NA,"ROBBERY",1
2011,11,"KIDNAPPING",1
2016,11,"INTIMIDATION",2
2010,11,"INTIMIDATION",3
2002,11,"INTIMIDATION",3
2006,11,"STALKING",1
2005,11,"KIDNAPPING",5
2005,12,"ARSON",2
2015,11,"STALKING",1
2018,11,"INTIMIDATION",2
2014,12,"KIDNAPPING",1
2005,11,"PUBLIC INDECENCY",2
2013,11,"KIDNAPPING",4
2014,11,"OBSCENITY",1
2013,12,"SEX OFFENSE",8
2007,1,"INTIMIDATION",2
2003,12,"STALKING",3
2019,1,"STALKING",1
2016,12,"HOMICIDE",8
2019,1,"SEX OFFENSE",6
2010,12,"ARSON",4
2008,12,"STALKING",2
2018,1,"HOMICIDE",8
2009,1,"PUBLIC INDECENCY",1
2009,12,"OTHER NARCOTIC VIOLATION",1
2002,12,"STALKING",2
2015,12,"CRIM SEXUAL ASSAULT",3
2004,12,"ARSON",5
2018,12,"OFFENSE INVOLVING CHILDREN",3
2010,11,"OBSCENITY",1
2014,12,"INTIMIDATION",1
2014,12,"CONCEALED CARRY LICENSE VIOLATION",1
2016,12,"CONCEALED CARRY LICENSE VIOLATION",1
2015,10,"ARSON",2
2009,10,"HOMICIDE",18
2005,11,"STALKING",3
2018,10,"STALKING",1
2015,10,"PROSTITUTION",2
2008,10,"ARSON",5
2011,10,"STALKING",1
2010,10,"KIDNAPPING",2
2018,10,"CRIM SEXUAL ASSAULT",4
2010,10,"ARSON",5
2009,10,"INTIMIDATION",2
2011,10,"ARSON",3
2005,10,"KIDNAPPING",6
2002,10,"KIDNAPPING",1
2013,10,"KIDNAPPING",2
2010,10,"INTIMIDATION",2
2016,10,"KIDNAPPING",2
2018,10,"ARSON",2
2019,10,"ARSON",2
2014,10,"OBSCENITY",2
2018,10,"OBSCENITY",1
2010,12,"INTIMIDATION",1
2003,10,"OBSCENITY",2
2010,1,"GAMBLING",5
2015,1,"LIQUOR LAW VIOLATION",12
2006,1,"STALKING",2
2018,1,"HUMAN TRAFFICKING",1
2011,1,"GAMBLING",4
2012,1,"KIDNAPPING",1
2015,1,"ARSON",4
2012,1,"PUBLIC INDECENCY",1
2004,1,"STALKING",1
2011,1,"CRIM SEXUAL ASSAULT",3
2011,1,"OTHER NARCOTIC VIOLATION",1
2019,1,"HOMICIDE",1
2017,1,"OTHER NARCOTIC VIOLATION",4
2010,1,"CRIM SEXUAL ASSAULT",2
2012,1,"OBSCENITY",1
2015,1,"INTIMIDATION",3
2012,1,"GAMBLING",1
2010,1,"STALKING",4
2016,1,"STALKING",4
2013,1,"STALKING",2
2007,1,"KIDNAPPING",1
2009,1,"CRIM SEXUAL ASSAULT",2
2016,1,"ARSON",2
2006,1,"KIDNAPPING",2
2013,1,"KIDNAPPING",1
2009,1,"INTIMIDATION",2
2009,1,"GAMBLING",7
2012,2,"INTIMIDATION",1
2008,1,"HOMICIDE",3
2003,2,"STALKING",2
2019,2,"OBSCENITY",6
2019,2,"GAMBLING",1
2009,1,"KIDNAPPING",1
2013,2,"OBSCENITY",1
2004,21,"BATTERY",1
2004,21,"NARCOTICS",1
2019,2,"ARSON",1
2012,2,"STALKING",3
2010,2,"CRIM SEXUAL ASSAULT",3
2017,2,"STALKING",1
2006,2,"HOMICIDE",11
2005,2,"INTIMIDATION",2
2011,2,"OBSCENITY",1
2011,2,"ARSON",1
2015,2,"GAMBLING",3
2017,3,"CRIM SEXUAL ASSAULT",3
2019,2,"STALKING",1
2006,2,"KIDNAPPING",2
2015,2,"ARSON",1
2019,3,"STALKING",1
2015,3,"ARSON",3
2018,2,"STALKING",3
2016,2,"ARSON",1
2019,3,"GAMBLING",4
2009,3,"INTIMIDATION",3
2011,3,"OBSCENITY",1
2010,3,"ARSON",4
2017,3,"SEX OFFENSE",6
2014,3,"CONCEALED CARRY LICENSE VIOLATION",1
2002,3,"STALKING",1
2002,3,"ARSON",4
2006,3,"OBSCENITY",1
2014,3,"ARSON",4
2009,3,"ARSON",1
2017,3,"PROSTITUTION",1
2012,3,"INTIMIDATION",2
2019,3,"CRIM SEXUAL ASSAULT",4
2006,3,"PUBLIC INDECENCY",1
2012,3,"KIDNAPPING",2
2014,3,"STALKING",1
2014,4,"KIDNAPPING",1
2011,6,"LIQUOR LAW VIOLATION",19
2018,6,"PUBLIC INDECENCY",1
2015,6,"CONCEALED CARRY LICENSE VIOLATION",1
2005,6,"STALKING",2
2019,6,"SEX OFFENSE",6
2002,6,"INTIMIDATION",4
2014,6,"CRIM SEXUAL ASSAULT",10
2011,6,"OBSCENITY",1
2007,4,"KIDNAPPING",1
2012,4,"INTIMIDATION",2
2018,4,"ARSON",2
2016,4,"ARSON",3
2004,4,"OTHER NARCOTIC VIOLATION",1
2010,4,"OTHER NARCOTIC VIOLATION",1
2011,5,"CRIM SEXUAL ASSAULT",12
2015,22,"ARSON",2
2014,5,"SEX OFFENSE",6
2008,5,"STALKING",1
2019,22,"SEX OFFENSE",3
2006,5,"OBSCENITY",1
2010,5,"KIDNAPPING",2
2010,5,"STALKING",1
2005,22,"ARSON",3
2003,4,"STALKING",2
2015,5,"CONCEALED CARRY LICENSE VIOLATION",2
2005,8,"OBSCENITY",2
2009,8,"KIDNAPPING",3
2017,8,"KIDNAPPING",2
2012,8,"INTIMIDATION",3
2006,9,"INTIMIDATION",4
2003,9,"INTIMIDATION",2
2003,9,"OBSCENITY",2
2013,9,"KIDNAPPING",1
2010,9,"KIDNAPPING",1
2019,9,"OBSCENITY",3
2005,9,"KIDNAPPING",3
2014,9,"KIDNAPPING",2
2004,9,"STALKING",3
2004,9,"PUBLIC INDECENCY",1
2018,9,"CRIM SEXUAL ASSAULT",4
2017,9,"PUBLIC INDECENCY",1
2018,9,"OFFENSE INVOLVING CHILDREN",13
2007,9,"INTIMIDATION",8
2017,9,"KIDNAPPING",2
2018,9,"GAMBLING",1
2012,9,"ARSON",1
2012,9,"INTIMIDATION",3
2009,9,"PUBLIC INDECENCY",1
2016,9,"GAMBLING",4
2016,9,"OTHER NARCOTIC VIOLATION",1
2005,8,"INTIMIDATION",6
2005,8,"STALKING",2
2013,8,"OBSCENITY",2
2011,8,"INTIMIDATION",6
2019,8,"PUBLIC INDECENCY",2
2015,8,"NON-CRIMINAL",1
2004,8,"ARSON",5
2017,8,"ARSON",4
2006,8,"OBSCENITY",3
2014,8,"ARSON",1
2015,31,"DECEPTIVE PRACTICE",4
2004,8,"KIDNAPPING",3
2009,8,"INTIMIDATION",3
2002,8,"KIDNAPPING",11
2017,8,"LIQUOR LAW VIOLATION",9
2006,8,"INTIMIDATION",2
2016,7,"CRIM SEXUAL ASSAULT",4
2009,7,"INTIMIDATION",1
2018,7,"SEX OFFENSE",1
2013,7,"OBSCENITY",3
2010,7,"STALKING",2
2002,7,"RITUALISM",1
2006,7,"KIDNAPPING",2
2019,7,"ARSON",1
2019,7,"LIQUOR LAW VIOLATION",9
2013,7,"LIQUOR LAW VIOLATION",9
2014,7,"INTIMIDATION",1
2014,7,"OBSCENITY",1
2005,7,"INTIMIDATION",2
2018,7,"KIDNAPPING",1
2003,7,"KIDNAPPING",2
2015,7,"PUBLIC INDECENCY",2
2012,7,"ARSON",1
2018,7,"OBSCENITY",3
2015,7,"CONCEALED CARRY LICENSE VIOLATION",5
2014,7,"ARSON",2
2019,6,"PUBLIC INDECENCY",1
2009,6,"SEX OFFENSE",9
2008,3,"ARSON",3
2002,3,"PUBLIC INDECENCY",2
2008,6,"STALKING",2
2003,6,"INTIMIDATION",1
2006,6,"INTIMIDATION",1
2015,3,"LIQUOR LAW VIOLATION",1
2002,3,"KIDNAPPING",3
2018,31,"SEX OFFENSE",1
2011,8,"KIDNAPPING",2
2015,8,"STALKING",2
2018,6,"LIQUOR LAW VIOLATION",5
2019,22,"LIQUOR LAW VIOLATION",3
2017,22,"GAMBLING",2
2009,22,"HOMICIDE",4
2007,6,"ARSON",5
2018,22,"ARSON",2
2006,22,"KIDNAPPING",4
2003,6,"ARSON",4
2016,6,"PUBLIC INDECENCY",1
2019,6,"PROSTITUTION",2
2018,6,"NON-CRIMINAL",1
2015,6,"INTIMIDATION",1
2013,22,"SEX OFFENSE",6
2018,22,"STALKING",2
2016,22,"HOMICIDE",5
2003,22,"PUBLIC INDECENCY",1
2015,22,"OBSCENITY",1
2019,22,"CONCEALED CARRY LICENSE VIOLATION",6
2014,22,"GAMBLING",6
2014,22,"STALKING",2
2003,22,"OBSCENITY",1
2018,22,"PUBLIC INDECENCY",2
2008,22,"INTIMIDATION",2
2011,22,"HOMICIDE",6
2010,22,"KIDNAPPING",1
2002,16,"CRIM SEXUAL ASSAULT",5
2012,16,"OBSCENITY",1
2017,16,"HOMICIDE",2
2005,20,"KIDNAPPING",2
2008,20,"ARSON",3
2015,20,"CRIM SEXUAL ASSAULT",3
2007,20,"PUBLIC INDECENCY",1
2019,24,"PROSTITUTION",1
2010,20,"HOMICIDE",2
2017,20,"LIQUOR LAW VIOLATION",3
2019,20,"DECEPTIVE PRACTICE",4
2006,20,"INTERFERENCE WITH PUBLIC OFFICER",4
2016,20,"CRIM SEXUAL ASSAULT",5
2009,20,"HOMICIDE",1
2007,20,"KIDNAPPING",1
2006,20,"HOMICIDE",1
2017,5,"CRIM SEXUAL ASSAULT",2
2007,2,"PUBLIC INDECENCY",1
2008,4,"OTHER NARCOTIC VIOLATION",1
2016,5,"ARSON",2
2003,2,"INTIMIDATION",5
2012,31,"NARCOTICS",1
2019,16,"GAMBLING",1
2015,2,"OBSCENITY",2
2010,16,"KIDNAPPING",3
2012,4,"ARSON",3
2016,9,"OBSCENITY",3
2010,4,"INTIMIDATION",2
2012,17,"GAMBLING",1
2011,4,"INTIMIDATION",2
2007,16,"OBSCENITY",1
2008,8,"STALKING",1
2004,16,"OTHER NARCOTIC VIOLATION",1
2019,8,"STALKING",1
2013,9,"PUBLIC INDECENCY",1
2015,8,"INTIMIDATION",1
2003,16,"STALKING",5
2009,16,"HOMICIDE",2
2015,16,"ARSON",1
2016,9,"STALKING",2
2007,17,"OTHER NARCOTIC VIOLATION",1
2012,17,"KIDNAPPING",2
2008,4,"STALKING",3
2019,5,"CRIM SEXUAL ASSAULT",5
2019,5,"OTHER NARCOTIC VIOLATION",1
2002,4,"STALKING",1
2016,22,"KIDNAPPING",1
2015,4,"ARSON",3
2019,16,"CRIM SEXUAL ASSAULT",2
2009,4,"ARSON",4
2013,5,"STALKING",3
2016,25,"OBSCENITY",1
2014,4,"STALKING",2
2019,2,"BURGLARY",7
2002,16,"OTHER NARCOTIC VIOLATION",1
2001,9,"INTIMIDATION",4
2001,6,"INTIMIDATION",2
2001,12,"OBSCENITY",1
2002,20,"KIDNAPPING",4
2001,19,"OTHER NARCOTIC VIOLATION",2
2001,25,"OBSCENITY",1
2002,7,"KIDNAPPING",2
2001,7,"PUBLIC INDECENCY",1
2001,4,"DOMESTIC VIOLENCE",1
2001,18,"GAMBLING",2
2001,6,"STALKING",2
2001,25,"STALKING",2
2001,7,"OBSCENITY",1
2001,9,"STALKING",2
2001,18,"PUBLIC INDECENCY",1
2019,31,"BATTERY",1
2007,31,"CRIMINAL TRESPASS",1
2009,31,"CRIMINAL TRESPASS",1
2017,24,"ARSON",1
2016,24,"ARSON",1
2011,24,"KIDNAPPING",1
2007,24,"ARSON",2
2012,24,"CRIM SEXUAL ASSAULT",5
2004,24,"ARSON",1
2012,24,"STALKING",1
2017,24,"STALKING",1
2005,24,"PUBLIC INDECENCY",1
2008,24,"STALKING",1
2019,20,"LIQUOR LAW VIOLATION",1
2019,24,"CONCEALED CARRY LICENSE VIOLATION",1
2017,24,"KIDNAPPING",1
2011,24,"INTIMIDATION",2
2008,31,"BATTERY",1
2011,31,"NARCOTICS",1
2015,20,"OFFENSE INVOLVING CHILDREN",2
2006,20,"ARSON",2
2018,20,"ARSON",1
2014,19,"CONCEALED CARRY LICENSE VIOLATION",1
2004,19,"STALKING",2
2011,19,"ARSON",3
2014,19,"OFFENSE INVOLVING CHILDREN",4
2015,20,"KIDNAPPING",1
2009,19,"ARSON",1
2011,20,"STALKING",1
2007,20,"INTIMIDATION",2
2013,20,"PROSTITUTION",2
2014,19,"GAMBLING",1
2017,20,"INTIMIDATION",1
2010,20,"INTIMIDATION",2
2008,20,"INTIMIDATION",3
2014,19,"PUBLIC INDECENCY",3
2018,19,"PUBLIC INDECENCY",1
2008,19,"OBSCENITY",4
2009,19,"OBSCENITY",2
2011,19,"OTHER NARCOTIC VIOLATION",1
2006,19,"OTHER NARCOTIC VIOLATION",1
2016,19,"PROSTITUTION",2
2018,19,"CONCEALED CARRY LICENSE VIOLATION",2
2013,19,"INTIMIDATION",1
2008,18,"OFFENSE INVOLVING CHILDREN",2
2015,19,"PUBLIC INDECENCY",2
2006,18,"INTIMIDATION",2
2016,19,"STALKING",1
2018,18,"STALKING",2
2017,18,"STALKING",2
2004,18,"PUBLIC INDECENCY",2
2010,18,"INTIMIDATION",2
2012,18,"INTIMIDATION",1
2018,18,"GAMBLING",4
2015,18,"PUBLIC INDECENCY",1
2018,18,"KIDNAPPING",1
2017,18,"PUBLIC INDECENCY",3
2010,18,"OTHER NARCOTIC VIOLATION",1
2013,18,"GAMBLING",3
2014,18,"STALKING",1
2018,17,"CRIM SEXUAL ASSAULT",2
2008,17,"INTIMIDATION",2
2017,17,"INTERFERENCE WITH PUBLIC OFFICER",2
2016,17,"INTIMIDATION",1
2019,16,"LIQUOR LAW VIOLATION",5
2008,16,"OTHER NARCOTIC VIOLATION",1
2017,16,"PUBLIC INDECENCY",1
2018,16,"INTIMIDATION",1
